,Marketing_Airline_Network,ACT_ARR_DATE,ACT_ARR_HOUR,ArrDelayMinutes,DepDelayMinutes,Weekday,Cluster_3,Cluster_4
184801,WN,43822,13,35219,32623,0,Meltdown,Meltdown
184802,WN,43822,14,37939,37555,0,Meltdown,Meltdown
184803,WN,43822,15,41989,42498,0,Meltdown,Meltdown
184804,WN,43822,16,45838,47913,0,Meltdown,Meltdown
184805,WN,43822,17,50383,53901,0,Meltdown,Meltdown
184806,WN,43822,18,53986,60283,0,Meltdown,Meltdown
184807,WN,43822,19,58159,66249,0,Meltdown,Meltdown
184808,WN,43822,20,62940,72530,0,Meltdown,Meltdown
184809,WN,43822,21,68311,79631,0,Meltdown,Meltdown
184810,WN,43822,22,75406,86842,0,Meltdown,Meltdown
184811,WN,43822,23,80659,93015,0,Meltdown,Meltdown
184812,WN,43823,0,5942,3909,1,Good,Bad
184813,WN,43823,1,11589,6464,1,Good,Bad
184814,WN,43823,2,15266,8243,1,Good,Bad
184815,WN,43823,3,18495,8358,1,Good,Bad
184816,WN,43823,4,19641,8649,1,Good,Bad
184817,WN,43823,5,20158,8675,1,Good,Bad
184818,WN,43823,6,20182,9055,1,Good,Bad
184819,WN,43823,7,20464,11074,1,Good,Bad
184820,WN,43823,8,21700,12698,1,Good,Bad
184821,WN,43823,9,22584,14646,1,Good,Bad
184822,WN,43823,10,24192,16617,1,Good,Bad
184823,WN,43823,11,25864,18855,1,Good,Bad
184824,WN,43823,12,27346,21533,1,Good,Bad
184825,WN,43823,13,29460,23790,1,Good,Bad
184826,WN,43823,14,31473,26781,1,Good,Bad
184827,WN,43823,15,33223,29702,1,Good,Bad
184828,WN,43823,16,35961,33323,1,Good,Bad
184829,WN,43823,17,38201,36106,1,Good,Bad
184830,WN,43823,18,40461,39246,1,Good,Bad
184831,WN,43823,19,42958,41088,1,Good,Bad
184832,WN,43823,20,45249,43608,1,Good,Bad
184833,WN,43823,21,46863,45483,1,Good,Bad
184834,WN,43823,22,48803,47111,1,Good,Bad
184835,WN,43823,23,50543,48397,1,Good,Bad
184836,WN,43824,0,6886,6648,2,Normal,Good
184837,WN,43824,1,7554,6885,2,Normal,Good
184838,WN,43824,2,8472,6885,2,Normal,Good
184839,WN,43824,3,8636,6885,2,Normal,Good
184840,WN,43824,5,8636,6926,2,Normal,Good
184841,WN,43824,6,8654,7026,2,Normal,Good
184842,WN,43824,7,8665,7257,2,Normal,Good
184843,WN,43824,8,2733,7538,2,Normal,Good
184844,WN,43824,9,3033,7926,2,Normal,Good
184845,WN,43824,10,3298,3132,2,Normal,Good
184846,WN,43824,11,3568,3931,2,Normal,Good
184847,WN,43824,12,4107,4959,2,Normal,Good
184848,WN,43824,13,4798,6169,2,Normal,Good
184849,WN,43824,14,5428,7041,2,Normal,Good
184850,WN,43824,15,6385,7821,2,Normal,Good
184851,WN,43824,16,6948,9056,2,Normal,Good
184852,WN,43824,17,7585,10285,2,Normal,Good
184853,WN,43824,18,8095,11663,2,Normal,Good
184854,WN,43824,19,9231,12782,2,Normal,Good
184855,WN,43824,20,9684,14727,2,Normal,Good
184856,WN,43824,21,10703,15608,2,Normal,Good
184857,WN,43824,22,12311,16922,2,Normal,Good
184858,WN,43824,23,13280,18148,2,Normal,Good
184859,WN,43825,0,2284,1302,3,Good,Normal
184860,WN,43825,1,3331,2284,3,Good,Normal
184861,WN,43825,2,4045,2284,3,Good,Normal
184862,WN,43825,3,4045,2284,3,Good,Normal
184863,WN,43825,5,4045,2403,3,Good,Normal
184864,WN,43825,6,4046,2705,3,Good,Normal
184865,WN,43825,7,4132,3393,3,Good,Normal
184866,WN,43825,8,4320,4644,3,Good,Normal
184867,WN,43825,9,4781,5983,3,Good,Normal
184868,WN,43825,10,4866,7937,3,Good,Normal
184869,WN,43825,11,6099,9172,3,Good,Normal
184870,WN,43825,12,7508,11296,3,Good,Normal
184871,WN,43825,13,9063,13870,3,Good,Normal
184872,WN,43825,14,11006,16832,3,Good,Normal
184873,WN,43825,15,12862,20415,3,Good,Normal
184874,WN,43825,16,14536,23485,3,Good,Normal
184875,WN,43825,17,17260,27475,3,Good,Normal
184876,WN,43825,18,19975,31450,3,Good,Normal
184877,WN,43825,19,23517,36034,3,Good,Normal
184878,WN,43825,20,26155,42549,3,Good,Normal
184879,WN,43825,21,29961,46745,3,Good,Normal
184880,WN,43825,22,35551,54142,3,Good,Normal
184881,WN,43825,23,40494,60156,3,Good,Normal
184882,WN,43826,0,6513,6032,4,Meltdown,Bad
184883,WN,43826,1,10254,9033,4,Meltdown,Bad
184884,WN,43826,2,16853,11524,4,Meltdown,Bad
184885,WN,43826,3,20437,12273,4,Meltdown,Bad
184886,WN,43826,4,23496,12560,4,Meltdown,Bad
184887,WN,43826,5,23636,12633,4,Meltdown,Bad
184888,WN,43826,6,23957,12892,4,Meltdown,Bad
184889,WN,43826,7,24061,13340,4,Meltdown,Bad
184890,WN,43826,8,24246,14046,4,Meltdown,Bad
184891,WN,43826,9,24724,15240,4,Meltdown,Bad
184892,WN,43826,10,25173,16547,4,Meltdown,Bad
184893,WN,43826,11,26109,18006,4,Meltdown,Bad
184894,WN,43826,12,27300,20449,4,Meltdown,Bad
184895,WN,43826,13,28776,22950,4,Meltdown,Bad
184896,WN,43826,14,30326,25515,4,Meltdown,Bad
184897,WN,43826,15,32258,28518,4,Meltdown,Bad
184898,WN,43826,16,34166,32052,4,Meltdown,Bad
184899,WN,43826,17,36601,35351,4,Meltdown,Bad
184900,WN,43826,18,39695,39986,4,Meltdown,Bad
184901,WN,43826,19,42200,44866,4,Meltdown,Bad
184902,WN,43826,20,45215,49233,4,Meltdown,Bad
184903,WN,43826,21,49709,53651,4,Meltdown,Bad
184904,WN,43826,22,53924,59167,4,Meltdown,Bad
184905,WN,43826,23,57663,63773,4,Meltdown,Bad
184906,WN,43827,0,3680,2182,5,Meltdown,Meltdown
184907,WN,43827,1,8709,4065,5,Meltdown,Meltdown
184908,WN,43827,2,11957,4511,5,Meltdown,Meltdown
184909,WN,43827,3,13066,4511,5,Meltdown,Meltdown
184910,WN,43827,4,13369,4524,5,Meltdown,Meltdown
184911,WN,43827,5,13370,4710,5,Meltdown,Meltdown
184912,WN,43827,6,13390,5186,5,Meltdown,Meltdown
184913,WN,43827,7,13481,5683,5,Meltdown,Meltdown
184914,WN,43827,8,13952,7197,5,Meltdown,Meltdown
184915,WN,43827,9,14724,8823,5,Meltdown,Meltdown
184916,WN,43827,10,15831,11185,5,Meltdown,Meltdown
184917,WN,43827,11,17419,14312,5,Meltdown,Meltdown
184918,WN,43827,12,19322,18172,5,Meltdown,Meltdown
184919,WN,43827,13,21386,21465,5,Meltdown,Meltdown
184920,WN,43827,14,24341,25784,5,Meltdown,Meltdown
184921,WN,43827,15,27217,30042,5,Meltdown,Meltdown
184922,WN,43827,16,30520,34585,5,Meltdown,Meltdown
184923,WN,43827,17,34504,39832,5,Meltdown,Meltdown
184924,WN,43827,18,38777,45870,5,Meltdown,Meltdown
184925,WN,43827,19,44609,54707,5,Meltdown,Meltdown
184926,WN,43827,20,49628,62723,5,Meltdown,Meltdown
184927,WN,43827,21,57841,72567,5,Meltdown,Meltdown
184928,WN,43827,22,64368,81943,5,Meltdown,Meltdown
184929,WN,43827,23,73345,90022,5,Meltdown,Meltdown
184930,WN,43828,0,10411,7444,6,Meltdown,Meltdown
184931,WN,43828,1,18760,11745,6,Meltdown,Meltdown
184932,WN,43828,2,25657,13425,6,Meltdown,Meltdown
184933,WN,43828,3,29178,13725,6,Meltdown,Meltdown
184934,WN,43828,4,31220,13739,6,Meltdown,Meltdown
184935,WN,43828,5,31390,13867,6,Meltdown,Meltdown
184936,WN,43828,6,31398,14332,6,Meltdown,Meltdown
184937,WN,43828,7,31497,15354,6,Meltdown,Meltdown
184938,WN,43828,8,31787,16179,6,Meltdown,Meltdown
184939,WN,43828,9,32388,17513,6,Meltdown,Meltdown
184940,WN,43828,10,32846,18992,6,Meltdown,Meltdown
184941,WN,43828,11,33802,20535,6,Meltdown,Meltdown
184942,WN,43828,12,34782,22615,6,Meltdown,Meltdown
184943,WN,43828,13,36316,25606,6,Meltdown,Meltdown
184944,WN,43828,14,37886,28894,6,Meltdown,Meltdown
184945,WN,43828,15,40473,31838,6,Meltdown,Meltdown
184946,WN,43828,16,42669,36321,6,Meltdown,Meltdown
184947,WN,43828,17,45626,40929,6,Meltdown,Meltdown
184948,WN,43828,18,48726,46694,6,Meltdown,Meltdown
184949,WN,43828,19,52435,52432,6,Meltdown,Meltdown
184950,WN,43828,20,55925,57970,6,Meltdown,Meltdown
184951,WN,43828,21,60643,64055,6,Meltdown,Meltdown
184952,WN,43828,22,64503,70024,6,Meltdown,Meltdown
184953,WN,43828,23,69760,75546,6,Meltdown,Meltdown
184954,WN,43829,0,6439,4306,0,Good,Bad
184955,WN,43829,1,11578,6767,0,Good,Bad
184956,WN,43829,2,14642,7233,0,Good,Bad
184957,WN,43829,3,16246,7553,0,Good,Bad
184958,WN,43829,4,16937,7602,0,Good,Bad
184959,WN,43829,5,16950,7673,0,Good,Bad
184960,WN,43829,6,16983,8115,0,Good,Bad
184961,WN,43829,7,17043,8876,0,Good,Bad
184962,WN,43829,8,17443,10030,0,Good,Bad
184963,WN,43829,9,17976,10908,0,Good,Bad
184964,WN,43829,10,18615,11895,0,Good,Bad
184965,WN,43829,11,19398,13668,0,Good,Bad
184966,WN,43829,12,20202,15360,0,Good,Bad
184967,WN,43829,13,21317,17258,0,Good,Bad
184968,WN,43829,14,23153,20010,0,Good,Bad
184969,WN,43829,15,24247,23133,0,Good,Bad
184970,WN,43829,16,25927,26593,0,Good,Bad
184971,WN,43829,17,28940,29867,0,Good,Bad
184972,WN,43829,18,31430,34369,0,Good,Bad
184973,WN,43829,19,34902,38943,0,Good,Bad
184974,WN,43829,20,38098,44024,0,Good,Bad
184975,WN,43829,21,41591,49038,0,Good,Bad
184976,WN,43829,22,46358,55069,0,Good,Bad
184977,WN,43829,23,51004,59229,0,Good,Bad
184978,WN,43830,0,4549,8365,1,Good,Normal
184979,WN,43830,1,8698,9610,1,Good,Normal
184980,WN,43830,2,11222,10291,1,Good,Normal
184981,WN,43830,3,12488,10291,1,Good,Normal
184982,WN,43830,4,13020,10310,1,Good,Normal
184983,WN,43830,5,13023,10324,1,Good,Normal
184984,WN,43830,6,13025,10623,1,Good,Normal
184985,WN,43830,7,13213,7370,1,Good,Normal
184986,WN,43830,8,14293,8156,1,Good,Normal
184987,WN,43830,9,15654,9623,1,Good,Normal
184988,WN,43830,10,16232,11347,1,Good,Normal
184989,WN,43830,11,17190,12886,1,Good,Normal
184990,WN,43830,12,18278,14796,1,Good,Normal
184991,WN,43830,13,18949,16440,1,Good,Normal
184992,WN,43830,14,20528,18849,1,Good,Normal
184993,WN,43830,15,21893,22109,1,Good,Normal
184994,WN,43830,16,23813,24731,1,Good,Normal
184995,WN,43830,17,25664,27596,1,Good,Normal
184996,WN,43830,18,26999,31521,1,Good,Normal
184997,WN,43830,19,29750,34043,1,Good,Normal
184998,WN,43830,20,31653,36798,1,Good,Normal
184999,WN,43830,21,33748,38961,1,Good,Normal
185000,WN,43830,22,36320,40314,1,Good,Normal
185001,WN,43830,23,37763,41302,1,Good,Normal
185002,WN,43831,0,7245,3590,2,Normal,Good
185003,WN,43831,1,7984,3740,2,Normal,Good
185004,WN,43831,2,8154,3740,2,Normal,Good
185005,WN,43831,3,8154,3740,2,Normal,Good
185006,WN,43831,4,8309,3742,2,Normal,Good
185007,WN,43831,6,8309,3983,2,Normal,Good
185008,WN,43831,7,2103,4210,2,Normal,Good
185009,WN,43831,8,2328,4539,2,Normal,Good
185010,WN,43831,9,2638,5358,2,Normal,Good
185011,WN,43831,10,3012,6721,2,Normal,Good
185012,WN,43831,11,3572,7672,2,Normal,Good
185013,WN,43831,12,4130,8902,2,Normal,Good
185014,WN,43831,13,5007,10109,2,Normal,Good
185015,WN,43831,14,5550,11454,2,Normal,Good
185016,WN,43831,15,6205,13018,2,Normal,Good
185017,WN,43831,16,6887,14252,2,Normal,Good
185018,WN,43831,17,7886,15814,2,Normal,Good
185019,WN,43831,18,8833,17693,2,Normal,Good
185020,WN,43831,19,9950,19213,2,Normal,Good
185021,WN,43831,20,10974,21332,2,Normal,Good
185022,WN,43831,21,12064,22903,2,Normal,Good
185023,WN,43831,22,13204,24515,2,Normal,Good
185024,WN,43831,23,14289,26440,2,Normal,Good
185025,WN,43832,0,1578,4705,3,Normal,Good
185026,WN,43832,1,3068,5370,3,Normal,Good
185027,WN,43832,2,3910,5627,3,Normal,Good
185028,WN,43832,3,4804,5627,3,Normal,Good
185029,WN,43832,4,4905,5628,3,Normal,Good
185030,WN,43832,5,4905,5694,3,Normal,Good
185031,WN,43832,6,4908,5901,3,Normal,Good
185032,WN,43832,7,4940,6379,3,Normal,Good
185033,WN,43832,8,5124,6899,3,Normal,Good
185034,WN,43832,9,5285,7627,3,Normal,Good
185035,WN,43832,10,5629,8457,3,Normal,Good
185036,WN,43832,11,6265,9633,3,Normal,Good
185037,WN,43832,12,6811,10668,3,Normal,Good
185038,WN,43832,13,7224,12040,3,Normal,Good
185039,WN,43832,14,7978,13280,3,Normal,Good
185040,WN,43832,15,8754,14799,3,Normal,Good
185041,WN,43832,16,10133,16345,3,Normal,Good
185042,WN,43832,17,11259,18308,3,Normal,Good
185043,WN,43832,18,12260,20364,3,Normal,Good
185044,WN,43832,19,13989,22976,3,Normal,Good
185045,WN,43832,20,15548,26094,3,Normal,Good
185046,WN,43832,21,17869,29022,3,Normal,Good
185047,WN,43832,22,20878,32465,3,Normal,Good
185048,WN,43832,23,23954,34941,3,Normal,Good
185049,WN,43833,0,2725,5345,4,Normal,Normal
185050,WN,43833,1,4785,6515,4,Normal,Normal
185051,WN,43833,2,6421,6646,4,Normal,Normal
185052,WN,43833,3,7349,6646,4,Normal,Normal
185053,WN,43833,4,7899,6646,4,Normal,Normal
185054,WN,43833,5,7901,6738,4,Normal,Normal
185055,WN,43833,6,7910,7097,4,Normal,Normal
185056,WN,43833,7,7983,7480,4,Normal,Normal
185057,WN,43833,8,8116,8027,4,Normal,Normal
185058,WN,43833,9,8484,8816,4,Normal,Normal
185059,WN,43833,10,9024,9797,4,Normal,Normal
185060,WN,43833,11,9775,10957,4,Normal,Normal
185061,WN,43833,12,10765,12542,4,Normal,Normal
185062,WN,43833,13,11616,14493,4,Normal,Normal
185063,WN,43833,14,12907,16996,4,Normal,Normal
185064,WN,43833,15,14375,19708,4,Normal,Normal
185065,WN,43833,16,15923,22268,4,Normal,Normal
185066,WN,43833,17,18006,25153,4,Normal,Normal
185067,WN,43833,18,20121,28799,4,Normal,Normal
185068,WN,43833,19,22660,32328,4,Normal,Normal
185069,WN,43833,20,25006,35523,4,Normal,Normal
185070,WN,43833,21,27658,38774,4,Normal,Normal
185071,WN,43833,22,30302,42775,4,Normal,Normal
185072,WN,43833,23,33218,45929,4,Normal,Normal
185073,WN,43834,0,3515,4665,5,Good,Bad
185074,WN,43834,1,5730,5657,5,Good,Bad
185075,WN,43834,2,7249,5865,5,Good,Bad
185076,WN,43834,3,7753,5865,5,Good,Bad
185077,WN,43834,4,8441,5873,5,Good,Bad
185078,WN,43834,6,8441,5981,5,Good,Bad
185079,WN,43834,7,8500,6339,5,Good,Bad
185080,WN,43834,8,8768,7178,5,Good,Bad
185081,WN,43834,9,9464,8189,5,Good,Bad
185082,WN,43834,10,9976,9435,5,Good,Bad
185083,WN,43834,11,11120,10844,5,Good,Bad
185084,WN,43834,12,12260,13048,5,Good,Bad
185085,WN,43834,13,13609,15376,5,Good,Bad
185086,WN,43834,14,15186,18228,5,Good,Bad
185087,WN,43834,15,17265,22199,5,Good,Bad
185088,WN,43834,16,19760,26083,5,Good,Bad
185089,WN,43834,17,23052,31157,5,Good,Bad
185090,WN,43834,18,25982,36630,5,Good,Bad
185091,WN,43834,19,30016,41096,5,Good,Bad
185092,WN,43834,20,33961,46186,5,Good,Bad
185093,WN,43834,21,39151,50104,5,Good,Bad
185094,WN,43834,22,43710,53172,5,Good,Bad
185095,WN,43834,23,48671,53954,5,Good,Bad
185096,WN,43835,0,2815,3980,6,Normal,Good
185097,WN,43835,1,4065,3985,6,Normal,Good
185098,WN,43835,2,4106,3985,6,Normal,Good
185099,WN,43835,3,4232,3985,6,Normal,Good
185100,WN,43835,6,4247,4221,6,Normal,Good
185101,WN,43835,7,4292,4602,6,Normal,Good
185102,WN,43835,8,4382,5147,6,Normal,Good
185103,WN,43835,9,4644,5894,6,Normal,Good
185104,WN,43835,10,5091,7182,6,Normal,Good
185105,WN,43835,11,5823,8639,6,Normal,Good
185106,WN,43835,12,6643,9924,6,Normal,Good
185107,WN,43835,13,7395,12077,6,Normal,Good
185108,WN,43835,14,8019,13685,6,Normal,Good
185109,WN,43835,15,9143,16230,6,Normal,Good
185110,WN,43835,16,11090,19089,6,Normal,Good
185111,WN,43835,17,12221,22980,6,Normal,Good
185112,WN,43835,18,14571,25328,6,Normal,Good
185113,WN,43835,19,16372,27932,6,Normal,Good
185114,WN,43835,20,17895,30994,6,Normal,Good
185115,WN,43835,21,19683,33138,6,Normal,Good
185116,WN,43835,22,22042,36180,6,Normal,Good
185117,WN,43835,23,24022,38755,6,Normal,Good
185118,WN,43836,0,2774,5234,0,Normal,Good
185119,WN,43836,1,4963,6255,0,Normal,Good
185120,WN,43836,2,6493,6859,0,Normal,Good
185121,WN,43836,3,7422,6859,0,Normal,Good
185122,WN,43836,4,7633,6865,0,Normal,Good
185123,WN,43836,5,7839,6913,0,Normal,Good
185124,WN,43836,6,7840,7147,0,Normal,Good
185125,WN,43836,7,7880,7441,0,Normal,Good
185126,WN,43836,8,8006,7821,0,Normal,Good
185127,WN,43836,9,8228,8422,0,Normal,Good
185128,WN,43836,10,8610,9224,0,Normal,Good
185129,WN,43836,11,9136,10066,0,Normal,Good
185130,WN,43836,12,9590,10933,0,Normal,Good
185131,WN,43836,13,10518,12001,0,Normal,Good
185132,WN,43836,14,11079,13362,0,Normal,Good
185133,WN,43836,15,11843,14576,0,Normal,Good
185134,WN,43836,16,12501,16061,0,Normal,Good
185135,WN,43836,17,13556,17634,0,Normal,Good
185136,WN,43836,18,14516,19310,0,Normal,Good
185137,WN,43836,19,15402,20576,0,Normal,Good
185138,WN,43836,20,16853,22040,0,Normal,Good
185139,WN,43836,21,17702,23003,0,Normal,Good
185140,WN,43836,22,18531,24269,0,Normal,Good
185141,WN,43836,23,19742,24618,0,Normal,Good
185142,WN,43837,0,675,3904,1,Normal,Good
185143,WN,43837,1,1018,3904,1,Normal,Good
185144,WN,43837,2,1374,3904,1,Normal,Good
185145,WN,43837,3,1393,3904,1,Normal,Good
185146,WN,43837,5,1393,4023,1,Normal,Good
185147,WN,43837,6,1409,4172,1,Normal,Good
185148,WN,43837,7,1427,4241,1,Normal,Good
185149,WN,43837,8,1457,4367,1,Normal,Good
185150,WN,43837,9,1488,4667,1,Normal,Good
185151,WN,43837,10,1607,4976,1,Normal,Good
185152,WN,43837,11,1764,5469,1,Normal,Good
185153,WN,43837,12,1926,6001,1,Normal,Good
185154,WN,43837,13,2220,6737,1,Normal,Good
185155,WN,43837,14,2393,7235,1,Normal,Good
185156,WN,43837,15,2855,8019,1,Normal,Good
185157,WN,43837,16,3467,8799,1,Normal,Good
185158,WN,43837,17,3776,9787,1,Normal,Good
185159,WN,43837,18,4199,10596,1,Normal,Good
185160,WN,43837,19,4711,11756,1,Normal,Good
185161,WN,43837,20,5632,12424,1,Normal,Good
185162,WN,43837,21,6559,13216,1,Normal,Good
185163,WN,43837,22,7097,13993,1,Normal,Good
185164,WN,43837,23,7801,14539,1,Normal,Good
185165,WN,43838,0,688,3838,2,Normal,Good
185166,WN,43838,1,1129,3912,2,Normal,Good
185167,WN,43838,2,1339,3912,2,Normal,Good
185168,WN,43838,3,1461,3912,2,Normal,Good
185169,WN,43838,5,1461,3966,2,Normal,Good
185170,WN,43838,6,1510,4233,2,Normal,Good
185171,WN,43838,7,1541,4795,2,Normal,Good
185172,WN,43838,8,1739,5206,2,Normal,Good
185173,WN,43838,9,1885,5815,2,Normal,Good
185174,WN,43838,10,2433,6457,2,Normal,Good
185175,WN,43838,11,2852,7402,2,Normal,Good
185176,WN,43838,12,3420,8059,2,Normal,Good
185177,WN,43838,13,3940,8709,2,Normal,Good
185178,WN,43838,14,4361,9537,2,Normal,Good
185179,WN,43838,15,4737,10485,2,Normal,Good
185180,WN,43838,16,5008,11255,2,Normal,Good
185181,WN,43838,17,5573,12151,2,Normal,Good
185182,WN,43838,18,6153,13332,2,Normal,Good
185183,WN,43838,19,6916,14513,2,Normal,Good
185184,WN,43838,20,7573,15547,2,Normal,Good
185185,WN,43838,21,8366,17177,2,Normal,Good
185186,WN,43838,22,9180,17980,2,Normal,Good
185187,WN,43838,23,10228,18684,2,Normal,Good
185188,WN,43839,0,823,3631,3,Normal,Good
185189,WN,43839,1,1532,3840,3,Normal,Good
185190,WN,43839,2,1812,3879,3,Normal,Good
185191,WN,43839,3,1882,3879,3,Normal,Good
185192,WN,43839,5,1882,3943,3,Normal,Good
185193,WN,43839,6,1909,4060,3,Normal,Good
185194,WN,43839,7,1928,4338,3,Normal,Good
185195,WN,43839,8,1998,4465,3,Normal,Good
185196,WN,43839,9,2103,4681,3,Normal,Good
185197,WN,43839,10,2194,5008,3,Normal,Good
185198,WN,43839,11,2317,5380,3,Normal,Good
185199,WN,43839,12,2686,5599,3,Normal,Good
185200,WN,43839,13,2892,6135,3,Normal,Good
185201,WN,43839,14,3331,6667,3,Normal,Good
185202,WN,43839,15,3545,7770,3,Normal,Good
185203,WN,43839,16,3969,8459,3,Normal,Good
185204,WN,43839,17,4346,9444,3,Normal,Good
185205,WN,43839,18,5288,10314,3,Normal,Good
185206,WN,43839,19,5977,11266,3,Normal,Good
185207,WN,43839,20,6470,12521,3,Normal,Good
185208,WN,43839,21,6982,13420,3,Normal,Good
185209,WN,43839,22,7528,13889,3,Normal,Good
185210,WN,43839,23,8108,14383,3,Normal,Good
185211,WN,43840,0,1099,3807,4,Normal,Good
185212,WN,43840,1,1351,3897,4,Normal,Good
185213,WN,43840,2,1842,3897,4,Normal,Good
185214,WN,43840,3,1860,3897,4,Normal,Good
185215,WN,43840,5,1861,3957,4,Normal,Good
185216,WN,43840,6,1861,4055,4,Normal,Good
185217,WN,43840,7,1862,4230,4,Normal,Good
185218,WN,43840,8,1864,4394,4,Normal,Good
185219,WN,43840,9,1954,4609,4,Normal,Good
185220,WN,43840,10,2103,5454,4,Normal,Good
185221,WN,43840,11,2296,6181,4,Normal,Good
185222,WN,43840,12,2898,6967,4,Normal,Good
185223,WN,43840,13,3687,7753,4,Normal,Good
185224,WN,43840,14,4038,8537,4,Normal,Good
185225,WN,43840,15,4603,9213,4,Normal,Good
185226,WN,43840,16,5046,9794,4,Normal,Good
185227,WN,43840,17,5771,11266,4,Normal,Good
185228,WN,43840,18,6655,12697,4,Normal,Good
185229,WN,43840,19,7866,14414,4,Normal,Good
185230,WN,43840,20,9511,15820,4,Normal,Good
185231,WN,43840,21,10996,17899,4,Normal,Good
185232,WN,43840,22,12927,20308,4,Normal,Good
185233,WN,43840,23,15419,21844,4,Normal,Good
185234,WN,43841,0,2457,5040,5,Good,Normal
185235,WN,43841,1,3969,5678,5,Good,Normal
185236,WN,43841,2,6415,5678,5,Good,Normal
185237,WN,43841,3,7013,5685,5,Good,Normal
185238,WN,43841,4,7285,5689,5,Good,Normal
185239,WN,43841,5,7285,5697,5,Good,Normal
185240,WN,43841,6,7285,5799,5,Good,Normal
185241,WN,43841,7,7345,6056,5,Good,Normal
185242,WN,43841,8,7443,6607,5,Good,Normal
185243,WN,43841,9,7796,7629,5,Good,Normal
185244,WN,43841,10,8329,9220,5,Good,Normal
185245,WN,43841,11,9905,10686,5,Good,Normal
185246,WN,43841,12,11813,12971,5,Good,Normal
185247,WN,43841,13,13827,15412,5,Good,Normal
185248,WN,43841,14,15587,18070,5,Good,Normal
185249,WN,43841,15,17356,20252,5,Good,Normal
185250,WN,43841,16,19852,22864,5,Good,Normal
185251,WN,43841,17,21624,26019,5,Good,Normal
185252,WN,43841,18,24004,28842,5,Good,Normal
185253,WN,43841,19,27290,31766,5,Good,Normal
185254,WN,43841,20,30306,36273,5,Good,Normal
185255,WN,43841,21,32670,38355,5,Good,Normal
185256,WN,43841,22,36413,39594,5,Good,Normal
185257,WN,43841,23,39117,40719,5,Good,Normal
185258,WN,43842,0,1996,3726,6,Normal,Good
185259,WN,43842,1,2805,3726,6,Normal,Good
185260,WN,43842,2,3002,3726,6,Normal,Good
185261,WN,43842,3,3002,3726,6,Normal,Good
185262,WN,43842,5,3002,3755,6,Normal,Good
185263,WN,43842,6,3006,3961,6,Normal,Good
185264,WN,43842,7,3009,4202,6,Normal,Good
185265,WN,43842,8,3157,4696,6,Normal,Good
185266,WN,43842,9,3603,5491,6,Normal,Good
185267,WN,43842,10,4047,6751,6,Normal,Good
185268,WN,43842,11,4724,7677,6,Normal,Good
185269,WN,43842,12,5229,8746,6,Normal,Good
185270,WN,43842,13,5835,9519,6,Normal,Good
185271,WN,43842,14,6284,10581,6,Normal,Good
185272,WN,43842,15,7071,12239,6,Normal,Good
185273,WN,43842,16,7892,13489,6,Normal,Good
185274,WN,43842,17,8633,15062,6,Normal,Good
185275,WN,43842,18,9303,16792,6,Normal,Good
185276,WN,43842,19,10191,18157,6,Normal,Good
185277,WN,43842,20,10995,19747,6,Normal,Good
185278,WN,43842,21,12488,21464,6,Normal,Good
185279,WN,43842,22,13618,23150,6,Normal,Good
185280,WN,43842,23,14944,24554,6,Normal,Good
185281,WN,43843,0,1334,3940,0,Normal,Good
185282,WN,43843,1,2401,4348,0,Normal,Good
185283,WN,43843,2,2952,4348,0,Normal,Good
185284,WN,43843,3,3186,4348,0,Normal,Good
185285,WN,43843,5,3186,4385,0,Normal,Good
185286,WN,43843,6,3213,4520,0,Normal,Good
185287,WN,43843,7,3220,4804,0,Normal,Good
185288,WN,43843,8,3347,5383,0,Normal,Good
185289,WN,43843,9,3743,5824,0,Normal,Good
185290,WN,43843,10,4452,6472,0,Normal,Good
185291,WN,43843,11,4803,7613,0,Normal,Good
185292,WN,43843,12,5059,8823,0,Normal,Good
185293,WN,43843,13,6158,10596,0,Normal,Good
185294,WN,43843,14,7479,12537,0,Normal,Good
185295,WN,43843,15,8630,14449,0,Normal,Good
185296,WN,43843,16,9967,15246,0,Normal,Good
185297,WN,43843,17,11256,16474,0,Normal,Good
185298,WN,43843,18,12109,17823,0,Normal,Good
185299,WN,43843,19,13060,18876,0,Normal,Good
185300,WN,43843,20,14480,20076,0,Normal,Good
185301,WN,43843,21,15246,21080,0,Normal,Good
185302,WN,43843,22,16087,22145,0,Normal,Good
185303,WN,43843,23,16830,23023,0,Normal,Good
185304,WN,43844,0,1066,3779,1,Normal,Good
185305,WN,43844,1,1727,3937,1,Normal,Good
185306,WN,43844,2,2161,4160,1,Normal,Good
185307,WN,43844,3,2317,4160,1,Normal,Good
185308,WN,43844,4,2545,4171,1,Normal,Good
185309,WN,43844,5,2545,4198,1,Normal,Good
185310,WN,43844,6,2546,4293,1,Normal,Good
185311,WN,43844,7,2548,4434,1,Normal,Good
185312,WN,43844,8,2711,4908,1,Normal,Good
185313,WN,43844,9,3008,5240,1,Normal,Good
185314,WN,43844,10,3386,5863,1,Normal,Good
185315,WN,43844,11,3844,6950,1,Normal,Good
185316,WN,43844,12,4524,7848,1,Normal,Good
185317,WN,43844,13,5538,9230,1,Normal,Good
185318,WN,43844,14,6315,10523,1,Normal,Good
185319,WN,43844,15,7197,11667,1,Normal,Good
185320,WN,43844,16,8058,13346,1,Normal,Good
